GEO ID,GEO ID Description,GEO Category,County Name,Indicator Order on State Dashboard,Indicator Order on County Dashboard,Indicator ID,Indicator,Event Count,Average Number of Denominator,Percentage/Rate,Data Comments,Measure Unit,Data Years,Data Source
42422,Lincoln town,MCD/CD,Madison,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),15,18,21.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
42576,Lindley town,MCD/CD,Steuben,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),19,19,25.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
42631,Lisbon town,MCD/CD,St. Lawrence,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),34,34,24.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
42653,Lisle town,MCD/CD,Broome,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),21,29,18.1,,Percentage,2019-2022,"Vital Records, data as of November 2024"
42664,Litchfield town,MCD/CD,Herkimer,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),14,11,31.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
42741,Little Falls city,MCD/CD,Herkimer,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),63,61,25.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
42752,Little Falls town,MCD/CD,Herkimer,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),12,13,24,,Percentage,2019-2022,"Vital Records, data as of November 2024"
42840,Little Valley town,MCD/CD,Cattaraugus,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),29,29,24.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
42917,Livingston town,MCD/CD,Columbia,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),29,46,15.9,,Percentage,2019-2022,"Vital Records, data as of November 2024"
42961,Livonia town,MCD/CD,Livingston,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),58,76,19.1,,Percentage,2019-2022,"Vital Records, data as of November 2024"
42994,Lloyd town,MCD/CD,Ulster,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),103,145,17.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
43071,Locke town,MCD/CD,Cayuga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),20,15,33.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
43082,Lockport city,MCD/CD,Niagara,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),325,295,27.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
43093,Lockport town,MCD/CD,Niagara,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),198,222,22.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
43225,Lodi town,MCD/CD,Seneca,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),15,12,31.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
43335,Long Beach city,MCD/CD,Nassau,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),279,363,19.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
43412,Long Lake town,MCD/CD,Hamilton,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),7,12,14.9,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
43544,Lorraine town,MCD/CD,Jefferson,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),7,8,21.9,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
43588,Louisville town,MCD/CD,St. Lawrence,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),41,39,26.1,,Percentage,2019-2022,"Vital Records, data as of November 2024"
43731,Lowville town,MCD/CD,Lewis,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),51,90,14.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
43786,Lumberland town,MCD/CD,Sullivan,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),18,19,23.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
43863,Lyme town,MCD/CD,Jefferson,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),13,24,13.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
43896,Lyndon town,MCD/CD,Cattaraugus,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),5,9,14.7,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
43973,Lyons town,MCD/CD,Wayne,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),87,106,20.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
43995,Lyonsdale town,MCD/CD,Lewis,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),11,13,21.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44039,Lysander town,MCD/CD,Onondaga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),151,192,19.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44127,McDonough town,MCD/CD,Chenango,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),13,13,25.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44160,Macedon town,MCD/CD,Wayne,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),80,83,24.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44237,Machias town,MCD/CD,Cattaraugus,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),27,46,14.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44391,Macomb town,MCD/CD,St. Lawrence,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),13,7,46.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44435,Madison town,MCD/CD,Madison,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),26,28,23.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44490,Madrid town,MCD/CD,St. Lawrence,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),19,17,27.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44611,Maine town,MCD/CD,Broome,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),68,53,32.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44721,Malone town,MCD/CD,Franklin,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),123,140,22,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44743,Malta town,MCD/CD,Saratoga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),109,128,21.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44809,Mamakating town,MCD/CD,Sullivan,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),135,116,29,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44842,Mamaroneck town,MCD/CD,Westchester,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),110,214,12.9,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44864,Manchester town,MCD/CD,Ontario,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),108,124,21.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
44974,Manheim town,MCD/CD,Herkimer,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),24,34,17.9,,Percentage,2019-2022,"Vital Records, data as of November 2024"
45029,Manlius town,MCD/CD,Onondaga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),178,359,12.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
45161,Mansfield town,MCD/CD,Cattaraugus,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),10,7,38.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
45403,Marathon town,MCD/CD,Cortland,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),17,21,20.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
45458,Marbletown town,MCD/CD,Ulster,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),40,47,21.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
45491,Marcellus town,MCD/CD,Onondaga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),28,47,14.9,,Percentage,2019-2022,"Vital Records, data as of November 2024"
45535,Marcy town,MCD/CD,Oneida,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),48,56,21.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
45601,Marilla town,MCD/CD,Erie,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),40,52,19.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
45645,Marion town,MCD/CD,Wayne,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),41,41,25,,Percentage,2019-2022,"Vital Records, data as of November 2024"
45722,Marlborough town,MCD/CD,Ulster,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),63,80,19.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
45755,Marshall town,MCD/CD,Oneida,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),11,18,15.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
45854,Martinsburg town,MCD/CD,Lewis,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),11,10,28.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
45920,Maryland town,MCD/CD,Otsego,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),20,27,18.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
45964,Masonville town,MCD/CD,Delaware,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),14,19,18.9,,Percentage,2019-2022,"Vital Records, data as of November 2024"
46030,Massena town,MCD/CD,St. Lawrence,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),174,203,21.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
46217,Mayfield town,MCD/CD,Fulton,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),80,82,24.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
46360,Mechanicville city,MCD/CD,Saratoga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),65,60,27.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
46558,Mendon town,MCD/CD,Monroe,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),44,61,18.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
46602,Mentz town,MCD/CD,Cayuga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),33,23,35.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
46624,Meredith town,MCD/CD,Delaware,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),10,15,16.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
46822,Mexico town,MCD/CD,Oswego,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),57,54,26.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
46855,Middleburgh town,MCD/CD,Schoharie,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),26,36,18.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
46877,Middlebury town,MCD/CD,Wyoming,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),15,14,26.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
46910,Middlefield town,MCD/CD,Otsego,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),26,51,12.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
47020,Middlesex town,MCD/CD,Yates,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),14,14,24.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
47031,Middletown town,MCD/CD,Delaware,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),34,53,16.1,,Percentage,2019-2022,"Vital Records, data as of November 2024"
47042,Middletown city,MCD/CD,Orange,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),328,254,32.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
47207,Milan town,MCD/CD,Dutchess,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),17,15,29.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
47240,Milford town,MCD/CD,Otsego,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),31,29,27,,Percentage,2019-2022,"Vital Records, data as of November 2024"
47504,Milo town,MCD/CD,Yates,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),74,91,20.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
47537,Milton town,MCD/CD,Saratoga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),154,158,24.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
47592,Mina town,MCD/CD,Chautauqua,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),6,11,13.6,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
47614,Minden town,MCD/CD,Montgomery,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),45,40,28,,Percentage,2019-2022,"Vital Records, data as of November 2024"
47669,Minerva town,MCD/CD,Essex,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),4,12,8.7,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
47691,Minetto town,MCD/CD,Oswego,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),5,16,7.8,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
47713,Minisink town,MCD/CD,Orange,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),36,36,25.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
47834,Mohawk town,MCD/CD,Montgomery,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),38,39,24.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
47933,Moira town,MCD/CD,Franklin,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),42,35,29.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
47999,Monroe town,MCD/CD,Orange,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),214,173,30.9,,Percentage,2019-2022,"Vital Records, data as of November 2024"
48032,Montague town,MCD/CD,Lewis,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),2,1,50,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
48131,Montezuma town,MCD/CD,Cayuga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),11,11,25,,Percentage,2019-2022,"Vital Records, data as of November 2024"
48153,Montgomery town,MCD/CD,Orange,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),213,211,25.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
48186,Montour town,MCD/CD,Schuyler,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),30,35,21.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
48252,Mooers town,MCD/CD,Clinton,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),39,33,29.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
48307,Moravia town,MCD/CD,Cayuga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),31,36,21.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
48318,Moreau town,MCD/CD,Saratoga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),166,164,25.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
48340,Morehouse town,MCD/CD,Hamilton,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),2,1,50,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
48428,Moriah town,MCD/CD,Essex,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),53,57,23.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
48494,Morris town,MCD/CD,Otsego,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),18,18,25.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
48582,Morristown town,MCD/CD,St. Lawrence,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),14,22,16.1,,Percentage,2019-2022,"Vital Records, data as of November 2024"
